	SubjectID1	SubjectID2	Group1	Group2	Distance
87	MN1Mar14	MN3Mar7	no	no	0.3039016823768047
88	MN1Mar14	MN1Mar8	no	no	0.41689535854909915
89	MN1Mar14	MN1Mar4	no	no	0.37724785654626963
90	MN1Mar14	MN1Mar6	no	no	0.4737416264680314
91	MN1Mar11	MN1Mar13	no	no	0.5419401026130534
92	MN1Mar11	MN1Mar5	no	no	0.40973630831643004
93	MN1Mar11	MN28Feb4	no	no	0.630968005863603
94	MN1Mar11	MN1Mar9	no	no	0.508531201527264
95	MN1Mar11	MN1Mar15	no	no	0.5743433275947296
96	MN1Mar11	MN3Mar3	no	no	0.40264543951454823
97	MN1Mar11	MN1Mar3	no	no	0.3016176044454293
98	MN1Mar11	MN28Feb2	no	no	0.5588831881637036
99	MN1Mar11	MN28Feb3	no	no	0.42473622308964154
100	MN1Mar11	MN3Mar7	no	no	0.5229686194964801
101	MN1Mar11	MN1Mar8	no	no	0.5046107692569929
102	MN1Mar11	MN1Mar4	no	no	0.44065658717848194
103	MN1Mar11	MN1Mar6	no	no	0.43446912233453217
104	MN1Mar11	MN1Mar14	no	no	0.488536996948881
105	MN1Mar12	MN1Mar13	no	no	0.368520633405492
106	MN1Mar12	MN1Mar5	no	no	0.47750865051903113
107	MN1Mar12	MN28Feb4	no	no	0.44725314060715565
108	MN1Mar12	MN1Mar9	no	no	0.4906847120186817
109	MN1Mar12	MN1Mar15	no	no	0.6147408253362197
110	MN1Mar12	MN3Mar3	no	no	0.26016329452673564
111	MN1Mar12	MN1Mar3	no	no	0.3750149146879847
112	MN1Mar12	MN28Feb2	no	no	0.5365878602962483
113	MN1Mar12	MN28Feb3	no	no	0.3747421889648354
114	MN1Mar12	MN3Mar7	no	no	0.3769580854654235
115	MN1Mar12	MN1Mar8	no	no	0.3554468440520224
116	MN1Mar12	MN1Mar4	no	no	0.49245742921915214
117	MN1Mar12	MN1Mar6	no	no	0.3583445548604837
118	MN1Mar12	MN1Mar14	no	no	0.39981591013687423
119	MN1Mar12	MN1Mar11	no	no	0.3958784325089062
120	MN28Feb5	MN1Mar13	no	no	0.5287981318287964
121	MN28Feb5	MN1Mar5	no	no	0.5794228441883853
122	MN28Feb5	MN28Feb4	no	no	0.5401162493394924
123	MN28Feb5	MN1Mar9	no	no	0.4272759813864694
124	MN28Feb5	MN1Mar15	no	no	0.46595189800057957
125	MN28Feb5	MN3Mar3	no	no	0.3799239777046721
126	MN28Feb5	MN1Mar3	no	no	0.49336083317708423
127	MN28Feb5	MN28Feb2	no	no	0.6631666865529173
128	MN28Feb5	MN28Feb3	no	no	0.3514582303509639
129	MN28Feb5	MN3Mar7	no	no	0.44421906693711966
130	MN28Feb5	MN1Mar8	no	no	0.46813370378577396
131	MN28Feb5	MN1Mar4	no	no	0.44350316191385275
132	MN28Feb5	MN1Mar6	no	no	0.49625854398554553
133	MN28Feb5	MN1Mar14	no	no	0.4376736495815365
134	MN28Feb5	MN1Mar11	no	no	0.3856512178908074
135	MN28Feb5	MN1Mar12	no	no	0.37763989977329676
136	MN28Feb7	MN1Mar13	no	no	0.6545417355583207
137	MN28Feb7	MN1Mar5	no	no	0.727547002573849
138	MN28Feb7	MN28Feb4	no	no	0.5784342134419691
139	MN28Feb7	MN1Mar9	no	no	0.3545945761671809
140	MN28Feb7	MN1Mar15	no	no	0.3630831643002028
141	MN28Feb7	MN3Mar3	no	no	0.47861659876932516
142	MN28Feb7	MN1Mar3	no	no	0.6530417440809996
143	MN28Feb7	MN28Feb2	no	no	0.7618081715444799
144	MN28Feb7	MN28Feb3	no	no	0.36814563553616175
145	MN28Feb7	MN3Mar7	no	no	0.4762302486917688
146	MN28Feb7	MN1Mar8	no	no	0.5711388003477254
147	MN28Feb7	MN1Mar4	no	no	0.3939863978045579
148	MN28Feb7	MN1Mar6	no	no	0.6438542962824075
149	MN28Feb7	MN1Mar14	no	no	0.4822983960318407
150	MN28Feb7	MN1Mar11	no	no	0.5446332691291527
151	MN28Feb7	MN1Mar12	no	no	0.5044744063954182
152	MN28Feb7	MN28Feb5	no	no	0.3202822711234595
153	MN1Mar13	MN28Feb6	no	yes	0.39448071317776606
154	MN1Mar13	MN1Mar10	no	yes	0.7599502275555252
155	MN1Mar13	MN1Mar16	no	yes	0.4761279765455878
156	MN1Mar13	MN1Mar7	no	yes	0.5499684660882609
157	MN1Mar13	MN3Mar2	no	yes	0.7455809910170965
158	MN1Mar13	MN1Mar2	no	yes	0.40573064925767466
159	MN1Mar5	MN28Feb6	no	yes	0.39470230282782487
160	MN1Mar5	MN1Mar10	no	yes	0.703802819302163
161	MN1Mar5	MN1Mar16	no	yes	0.7574956960471816
162	MN1Mar5	MN1Mar7	no	yes	0.22078851824705542
163	MN1Mar5	MN3Mar2	no	yes	0.7384389861421242
164	MN1Mar5	MN1Mar2	no	yes	0.6276100703973273
165	MN28Feb4	MN28Feb6	no	yes	0.5708149385514855
166	MN28Feb4	MN1Mar10	no	yes	0.7471491639252049
167	MN28Feb4	MN1Mar16	no	yes	0.3961170675166618
168	MN28Feb4	MN1Mar7	no	yes	0.6018545349174153
169	MN28Feb4	MN3Mar2	no	yes	0.7334617416946495
170	MN28Feb4	MN1Mar2	no	yes	0.4706393713672081
171	MN1Mar9	MN28Feb6	no	yes	0.7075016619223754
172	MN1Mar9	MN1Mar10	no	yes	0.5696388088704042
173	MN1Mar9	MN1Mar16	no	yes	0.5708149385514855
174	MN1Mar9	MN1Mar7	no	yes	0.6616666950755962
175	MN1Mar9	MN3Mar2	no	yes	0.6311725501559651
176	MN1Mar9	MN1Mar2	no	yes	0.6679905227811206
177	MN1Mar15	MN28Feb6	no	yes	0.8185351219595344
178	MN1Mar15	MN1Mar10	no	yes	0.6565871784819405
179	MN1Mar15	MN1Mar16	no	yes	0.6951096868767791
180	MN1Mar15	MN1Mar7	no	yes	0.7548707109618695
181	MN1Mar15	MN3Mar2	no	yes	0.6781325106107352
182	MN1Mar15	MN1Mar2	no	yes	0.7722058397395469
183	MN3Mar3	MN28Feb6	no	yes	0.46704280089317673
184	MN3Mar3	MN1Mar10	no	yes	0.5734569689944944
185	MN3Mar3	MN1Mar16	no	yes	0.5502752825268038
186	MN3Mar3	MN1Mar7	no	yes	0.43532139021937377
187	MN3Mar3	MN3Mar2	no	yes	0.6352122999301141
188	MN3Mar3	MN1Mar2	no	yes	0.5873489355174119
189	MN1Mar3	MN28Feb6	no	yes	0.29854944005999967
190	MN1Mar3	MN1Mar10	no	yes	0.6753882080215453
191	MN1Mar3	MN1Mar16	no	yes	0.677348424156681
192	MN1Mar3	MN1Mar7	no	yes	0.34162305895989226
193	MN1Mar3	MN3Mar2	no	yes	0.7456150817324901
194	MN1Mar3	MN1Mar2	no	yes	0.5847409957897967
195	MN28Feb2	MN28Feb6	no	yes	0.48240066817802174
196	MN28Feb2	MN1Mar10	no	yes	0.7343651456525815
197	MN28Feb2	MN1Mar16	no	yes	0.7658820120340225
198	MN28Feb2	MN1Mar7	no	yes	0.29532786745529854
199	MN28Feb2	MN3Mar2	no	yes	0.759882046124738
200	MN28Feb2	MN1Mar2	no	yes	0.7000187498934665
201	MN28Feb3	MN28Feb6	no	yes	0.6319055005369287
202	MN28Feb3	MN1Mar10	no	yes	0.5144288952903676
203	MN28Feb3	MN1Mar16	no	yes	0.571871750728689
204	MN28Feb3	MN1Mar7	no	yes	0.5927352685496106
205	MN28Feb3	MN3Mar2	no	yes	0.648149726422009
206	MN28Feb3	MN1Mar2	no	yes	0.6449792898903983
207	MN3Mar7	MN28Feb6	no	yes	0.5542468508701656
208	MN3Mar7	MN1Mar10	no	yes	0.6569621763512707
209	MN3Mar7	MN1Mar16	no	yes	0.4397702285782467
210	MN3Mar7	MN1Mar7	no	yes	0.5114459576934222
211	MN3Mar7	MN3Mar2	no	yes	0.6343429866875756
212	MN3Mar7	MN1Mar2	no	yes	0.5707126664053045
213	MN1Mar8	MN28Feb6	no	yes	0.4961051357662741
214	MN1Mar8	MN1Mar10	no	yes	0.7256890585848944
215	MN1Mar8	MN1Mar16	no	yes	0.4493667649615627
216	MN1Mar8	MN1Mar7	no	yes	0.4916051613343106
217	MN1Mar8	MN3Mar2	no	yes	0.7299674433667991
218	MN1Mar8	MN1Mar2	no	yes	0.45628718018647624
219	MN1Mar4	MN28Feb6	no	yes	0.7209674945028721
220	MN1Mar4	MN1Mar10	no	yes	0.5860534883324526
221	MN1Mar4	MN1Mar16	no	yes	0.5882182487599502
222	MN1Mar4	MN1Mar7	no	yes	0.6139056028090749
223	MN1Mar4	MN3Mar2	no	yes	0.729473127993591
224	MN1Mar4	MN1Mar2	no	yes	0.7024903267595071
225	MN1Mar6	MN28Feb6	no	yes	0.3906625530536758
226	MN1Mar6	MN1Mar10	no	yes	0.7217345355992295
227	MN1Mar6	MN1Mar16	no	yes	0.6127635638433873
228	MN1Mar6	MN1Mar7	no	yes	0.3614809006767007
229	MN1Mar6	MN3Mar2	no	yes	0.7672456406497691
230	MN1Mar6	MN1Mar2	no	yes	0.5995193209129493
231	MN1Mar14	MN28Feb6	no	yes	0.6030306645984966
232	MN1Mar14	MN1Mar10	no	yes	0.6633882762029761
233	MN1Mar14	MN1Mar16	no	yes	0.4409974943324186
234	MN1Mar14	MN1Mar7	no	yes	0.5521502718734552
235	MN1Mar14	MN3Mar2	no	yes	0.6836552065045085
236	MN1Mar14	MN1Mar2	no	yes	0.6098317623195323
237	MN1Mar11	MN28Feb6	no	yes	0.4692927881091585
238	MN1Mar11	MN1Mar10	no	yes	0.6154055942863961
239	MN1Mar11	MN1Mar16	no	yes	0.6995244345202584
240	MN1Mar11	MN1Mar7	no	yes	0.38957165016107864
241	MN1Mar11	MN3Mar2	no	yes	0.7702626689621082
242	MN1Mar11	MN1Mar2	no	yes	0.6284964289975625
243	MN1Mar12	MN28Feb6	no	yes	0.41331583343276457
244	MN1Mar12	MN1Mar10	no	yes	0.6636439565684286
245	MN1Mar12	MN1Mar16	no	yes	0.5223208959040005
246	MN1Mar12	MN1Mar7	no	yes	0.4569860398520463
247	MN1Mar12	MN3Mar2	no	yes	0.7298140351475275
248	MN1Mar12	MN1Mar2	no	yes	0.508036886154056
249	MN28Feb5	MN28Feb6	no	yes	0.5754853665604173
250	MN28Feb5	MN1Mar10	no	yes	0.6053488332452657
251	MN28Feb5	MN1Mar16	no	yes	0.5940477610922665
252	MN28Feb5	MN1Mar7	no	yes	0.5668945062812143
253	MN28Feb5	MN3Mar2	no	yes	0.7643308844836109
254	MN28Feb5	MN1Mar2	no	yes	0.6094056283771115
255	MN28Feb7	MN28Feb6	no	yes	0.7300356247975863
256	MN28Feb7	MN1Mar10	no	yes	0.6269453014471509
257	MN28Feb7	MN1Mar16	no	yes	0.5940818518076602
258	MN28Feb7	MN1Mar7	no	yes	0.7293197197743194
259	MN28Feb7	MN3Mar2	no	yes	0.7889273356401384
260	MN28Feb7	MN1Mar2	no	yes	0.7377742171919478
0	MN1Mar10	MN28Feb6	yes	yes	0.7626093033562309
1	MN1Mar16	MN28Feb6	yes	yes	0.6341895784683041
2	MN1Mar16	MN1Mar10	yes	yes	0.7635297526718599
3	MN1Mar7	MN28Feb6	yes	yes	0.40218521485673375
4	MN1Mar7	MN1Mar10	yes	yes	0.7105868716655019
5	MN1Mar7	MN1Mar16	yes	yes	0.717541377605809
6	MN3Mar2	MN28Feb6	yes	yes	0.7610240850904256
7	MN3Mar2	MN1Mar10	yes	yes	0.3457480355225254
8	MN3Mar2	MN1Mar16	yes	yes	0.7482400668178022
9	MN3Mar2	MN1Mar7	yes	yes	0.7350299146027579
10	MN1Mar2	MN28Feb6	yes	yes	0.5086505190311419
11	MN1Mar2	MN1Mar10	yes	yes	0.8032283907477799
12	MN1Mar2	MN1Mar16	yes	yes	0.5232242998619326
13	MN1Mar2	MN1Mar7	yes	yes	0.6412122658393986
14	MN1Mar2	MN3Mar2	yes	yes	0.7247515639115687
15	MN28Feb6	MN1Mar13	yes	no	0.39448071317776606
16	MN28Feb6	MN1Mar5	yes	no	0.39470230282782487
17	MN28Feb6	MN28Feb4	yes	no	0.5708149385514855
18	MN28Feb6	MN1Mar9	yes	no	0.7075016619223754
19	MN28Feb6	MN1Mar15	yes	no	0.8185351219595344
